Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
bacitracin,trimethoprim,salmonella typhimurium 14028,-0.1818,0.002167452,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
bacitracin,mecillinam,salmonella typhimurium 14028,-0.1662,0.007468165,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'CLKOFPXJLQSYAH-ABRJDSQDSA-N')"
bacitracin,imipenem,salmonella typhimurium 14028,-0.2163,0.027674033,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
polymyxin b,fusidic acid,salmonella typhimurium 14028,-0.3459,,,WQVJHHACXVLGBL-BPJDFBQWSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,puromycin,salmonella typhimurium 14028,-0.0997,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
cefotaxime,mecillinam,salmonella typhimurium 14028,-0.221,0.002167452,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,meropenem,salmonella typhimurium 14028,-0.4097,0.009748301,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefaclor,mecillinam,salmonella typhimurium 14028,-0.5101,0.002167452,Synergy,QYIYFLOTGYLRGG-GPCCPHFNSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
cefaclor,a22,salmonella typhimurium 14028,-0.2604,0.002167452,Synergy,QYIYFLOTGYLRGG-GPCCPHFNSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,salmonella typhimurium,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
cefaclor,aztreonam,salmonella typhimurium 14028,-0.4572,0.013345888,Synergy,QYIYFLOTGYLRGG-GPCCPHFNSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,salmonella typhimurium,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefsulodin,trimethoprim,salmonella typhimurium 14028,-0.1014,0.011087353,Synergy,SYLKGLMBLAAGSC-QLVMHMETSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
cefsulodin,meropenem,salmonella typhimurium 14028,-0.4187,0.026520948,Synergy,SYLKGLMBLAAGSC-QLVMHMETSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
trimethoprim,sulfamonomethoxine,salmonella typhimurium 14028,-0.1172,0.040586916,Synergy,IEDVJHCEMCRBQM-UHFFFAOYSA-N,WMPXPUYPYQKQCX-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
procaine,rifampicin,salmonella typhimurium 14028,-0.0741,,,MFDFERRIHVXMIY-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
procaine,azithromycin,salmonella typhimurium 14028,-0.2681,0.007468165,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,salmonella typhimurium,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
vanillin,egcg,salmonella typhimurium 14028,-0.0998,,,MWOOGOJBHIARFG-UHFFFAOYSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
cccp,colistin,salmonella typhimurium 14028,-0.5313,,,UGTJLJZQQFGTJD-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
caffeine,acetylsalisylic acid,salmonella typhimurium 14028,-0.0826,,,RYYVLZVUVIJVGH-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,salmonella typhimurium,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
bleomycin,colistin,salmonella typhimurium 14028,-0.3825,0.047713849,Synergy,OYVAGSVQBOHSSS-WXFSZRTFSA-O,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
bleomycin,streptozotocin,salmonella typhimurium 14028,-0.1801,0.003743781,Synergy,OYVAGSVQBOHSSS-WXFSZRTFSA-O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
chloramphenicol,chir-90,salmonella typhimurium 14028,-0.1564,0.015374463,Synergy,WIIZWVCIJKGZOK-RKDXNWHRSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
bacitracin,chir-90,salmonella typhimurium 14028,-0.4702,0.002167452,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'FQYBTYFKOHPWQT-VGSWGCGISA-N')"
fusidic acid,chir-90,salmonella typhimurium 14028,-0.574,0.002167452,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
a22,meropenem,salmonella typhimurium 14028,-0.424,0.033978731,Synergy,LZTCFLDZLBOLDW-UHFFFAOYSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
clarithromycin,chir-90,salmonella typhimurium 14028,-0.3246,0.006370634,Synergy,AGOYDEPGAOXOCK-KCBOHYOISA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'FQYBTYFKOHPWQT-VGSWGCGISA-N')"
ciprofloxacin,vanillin,salmonella typhimurium 14028,0.7553,0.001932534,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
cycloserine d,benzalkonium,salmonella typhimurium 14028,0.0312,,,DYDCUQKUCUHJBH-UWTATZPHSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,salmonella typhimurium,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
spectinomycin,erythromycin,salmonella typhimurium 14028,0.078,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,salmonella typhimurium,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
spectinomycin,trimethoprim,salmonella typhimurium 14028,0.0531,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
spectinomycin,metformin,salmonella typhimurium 14028,0.0888,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,salmonella typhimurium,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
oxacillin,benzalkonium,salmonella typhimurium 14028,0.0351,,,UWYHMGVUTGAWSP-JKIFEVAISA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,salmonella typhimurium,"('UWYHMGVUTGAWSP-JKIFEVAISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
novobiocin,curcumin,salmonella typhimurium 14028,0.3703,0.037093717,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,salmonella typhimurium,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
amikacin,benzalkonium,salmonella typhimurium 14028,0.2874,0.012147357,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
cefaclor,procaine,salmonella typhimurium 14028,0.241,0.002167452,Antagonism,QYIYFLOTGYLRGG-GPCCPHFNSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,salmonella typhimurium,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
cefaclor,vanillin,salmonella typhimurium 14028,0.1006,,,QYIYFLOTGYLRGG-GPCCPHFNSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
clindamycin,clarithromycin,salmonella typhimurium 14028,0.1007,0.007468165,Antagonism,KDLRVYVGXIQJDK-AWPVFWJPSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
procaine,aztreonam,salmonella typhimurium 14028,0.574,0.002167452,Antagonism,MFDFERRIHVXMIY-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,salmonella typhimurium,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
procaine,gentamicin,salmonella typhimurium 14028,0.1595,,,MFDFERRIHVXMIY-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,salmonella typhimurium,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
levofloxacin,acetylsalisylic acid,salmonella typhimurium 14028,0.6661,,,GSDSWSVVBLHKDQ-JTQLQIEISA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,salmonella typhimurium,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
mecillinam,metformin,salmonella typhimurium 14028,0.2541,0.010039295,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
rifampicin,aztreonam,salmonella typhimurium 14028,-0.0272,,,JQXXHWHPUNPDRT-WLSIYKJHSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,caffeine,salmonella typhimurium 14028,0.152,0.012295927,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,salmonella typhimurium,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,acetylsalisylic acid,salmonella typhimurium 14028,0.7021,0.042934004,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,salmonella typhimurium,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
clarithromycin,bleomycin,salmonella typhimurium 14028,0.0494,,,AGOYDEPGAOXOCK-KCBOHYOISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
vanillin,cccp,salmonella typhimurium 14028,0.1117,0.007468165,Antagonism,MWOOGOJBHIARFG-UHFFFAOYSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
vanillin,moxifloxacin,salmonella typhimurium 14028,0.3182,0.015374463,Antagonism,MWOOGOJBHIARFG-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
egcg,moxifloxacin,salmonella typhimurium 14028,0.5962,0.041116053,Antagonism,WMBWREPUVVBILR-WIYYLYMNSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
cycloserine d,piperacillin,salmonella typhimurium 14028,-0.4823,0.036300814,Synergy,DYDCUQKUCUHJBH-UWTATZPHSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
fosfomycin,bacitracin,salmonella typhimurium 14028,-0.0752,,,YMDXZJFXQJVXBF-STHAYSLISA-N,CLKOFPXJLQSYAH-ABRJDSQDSA-N,salmonella typhimurium,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,piperacillin,salmonella typhimurium 14028,-0.1756,,,YMDXZJFXQJVXBF-STHAYSLISA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
novobiocin,cefsulodin,salmonella typhimurium 14028,-0.2047,0.002167452,Synergy,YJQPYGGHQPGBLI-KGSXXDOSSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,salmonella typhimurium,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,a22,salmonella typhimurium 14028,-0.2298,0.01747098,Synergy,YJQPYGGHQPGBLI-KGSXXDOSSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,salmonella typhimurium,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,bleomycin,salmonella typhimurium 14028,-0.2764,0.002167452,Synergy,YJQPYGGHQPGBLI-KGSXXDOSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
polymyxin b,cccp,salmonella typhimurium 14028,-0.4373,0.002167452,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,salmonella typhimurium,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
fusidic acid,cccp,salmonella typhimurium 14028,-0.1508,0.002167452,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
cefotaxime,cefaclor,salmonella typhimurium 14028,-0.2358,0.001836122,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,salmonella typhimurium,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
spiramycin,chir-90,salmonella typhimurium 14028,-0.3671,0.002167452,Synergy,ACTOXUHEUCPTEW-CEUOBAOPSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'FQYBTYFKOHPWQT-VGSWGCGISA-N')"
erythromycin,chir-90,salmonella typhimurium 14028,-0.2916,0.003743781,Synergy,ULGZDMOVFRHVEP-RWJQBGPGSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
vanillin,ciclopirox,salmonella typhimurium 14028,-0.0764,,,MWOOGOJBHIARFG-UHFFFAOYSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')"
piperacillin,meropenem,salmonella typhimurium 14028,-0.5428,0.001836122,Synergy,IVBHGBMCVLDMKU-GXNBUGAJSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
piperacillin,chir-90,salmonella typhimurium 14028,-0.3062,,,IVBHGBMCVLDMKU-GXNBUGAJSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
metronidazole,mitomycin c,salmonella typhimurium 14028,0.0376,,,VAOCPAMSLUNLGC-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
rifampicin,chir-90,salmonella typhimurium 14028,-0.9214,0.002167452,Synergy,JQXXHWHPUNPDRT-WLSIYKJHSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
bleomycin,chir-90,salmonella typhimurium 14028,-0.4033,0.002167452,Synergy,OYVAGSVQBOHSSS-WXFSZRTFSA-O,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
novobiocin,amikacin,salmonella typhimurium 14028,-0.1242,0.005087138,Synergy,YJQPYGGHQPGBLI-KGSXXDOSSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
amikacin,levofloxacin,salmonella typhimurium 14028,-0.4208,0.003313462,Synergy,LKCWBDHBTVXHDL-RMDFUYIESA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,salmonella typhimurium,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
clindamycin,chir-90,salmonella typhimurium 14028,-0.2404,0.002167452,Synergy,KDLRVYVGXIQJDK-AWPVFWJPSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
chloramphenicol,trimethoprim,salmonella typhimurium 14028,0.1306,0.033134618,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,mitomycin c,salmonella typhimurium 14028,0.0699,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
spectinomycin,novobiocin,salmonella typhimurium 14028,0.281,0.002167452,Antagonism,UNFWWIHTNXNPBV-WXKVUWSESA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,procaine,salmonella typhimurium 14028,0.2096,0.002167452,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,salmonella typhimurium,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,vanillin,salmonella typhimurium 14028,0.2855,0.002167452,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,nitrofurantoin,salmonella typhimurium 14028,0.2141,0.002167452,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,salmonella typhimurium,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,clarithromycin,salmonella typhimurium 14028,0.2367,0.002167452,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fusidic acid,mitomycin c,salmonella typhimurium 14028,0.145,0.002167452,Antagonism,IECPWNUMDGFDKC-MZJAQBGESA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
benzalkonium,gentamicin,salmonella typhimurium 14028,0.384,0.048926853,Antagonism,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,salmonella typhimurium,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
trimethoprim,procaine,salmonella typhimurium 14028,0.184,0.002167452,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
trimethoprim,aztreonam,salmonella typhimurium 14028,0.1255,0.002167452,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
trimethoprim,penicillin g,salmonella typhimurium 14028,0.1007,0.006370634,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
trimethoprim,puromycin,salmonella typhimurium 14028,0.1671,0.002167452,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
trimethoprim,azithromycin,salmonella typhimurium 14028,0.1698,0.003743781,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
trimethoprim,curcumin,salmonella typhimurium 14028,0.1865,0.012295927,Antagonism,IEDVJHCEMCRBQM-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
mecillinam,rifampicin,salmonella typhimurium 14028,0.2422,0.005087138,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
mecillinam,colistin,salmonella typhimurium 14028,0.4992,0.007468165,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
