Combination	Bliss_interaction_score	p_adjusted	Strain	Type	Screen
Cephalexin_Loperamide	-0.089332915411163	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Linezolid	0.0767898807911745	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Miconazole	0.0898301907265112	0.798470437856499	B. subtilis	neutral	main_screen
Cephalexin_MitomycinC	-0.0414968620949462	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Metronidazole	-0.0394745232361179	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Pseudomonic acid	0.0311213575228665	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Moxifloxacin	0.0149374069356228	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Nitrofurantoin	0.0715523145291866	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Nisin	0.073928871065996	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Novobiocin	0.0737838890040575	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Oritavancin	0.0217490008944646	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Oxacillin	0.0456691803512322	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_PenicillinG	0.0543237790408972	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Phleomycin	-0.0749239451618155	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Paraquat	0.0473387378100082	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Procaine	0.0568707293677532	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Pristinamycin	0.0441762074190972	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Puromycin	0.0628051974986492	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Pyocyanin	-0.0454381925157055	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Rifampicin	0.120008152947575	0.388503391040206	B. subtilis	neutral	main_screen
Cephalexin_Sulfamethoxazol	0.0517113790192491	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Cotrimoxazole	0.0893051627484393	0.249919075889021	B. subtilis	neutral	main_screen
Cephalexin_Spectinomycin	0.0659130854830421	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Streptomycin	0.0604371113910587	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Streptozotocin	0.0939964702046044	0.524032326748705	B. subtilis	neutral	main_screen
Cephalexin_Teicoplanin	0.0688008471191596	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Telithromycin	0.0292768902911593	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Tigecycline	-0.0605567708888122	0.858766374385754	B. subtilis	neutral	main_screen
Cephalexin_Trimethoprim	0.113387096043519	0.00150492197157096	B. subtilis	antagonism	main_screen
Cephalexin_Triclosan	0.0636927014664745	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Tedizolid	-0.0471164805926299	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_U1	0.0472418715547574	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Vancomycin	-0.0547875385700635	0.998661868752883	B. subtilis	neutral	main_screen
Cephalexin_Virginiamycin M1	0.0597720660793336	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Loperamide	-0.174902929034326	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Linezolid	0.158368109574	0.00150492197157096	B. subtilis	antagonism	main_screen
Lincomycin_Miconazole	0.0377849383530288	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_MitomycinC	0.0735032017712806	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Metronidazole	-0.0532366925961116	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Pseudomonic acid	-0.0308330129010831	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Moxifloxacin	-0.0143276135935403	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Nitrofurantoin	0.162699668280034	0.0470851700255076	B. subtilis	antagonism	main_screen
Lincomycin_Nisin	0.0534701655976933	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Novobiocin	-0.0586634550311697	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Oritavancin	0.0263686312606932	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Oxacillin	-0.0676412069173148	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_PenicillinG	0.0736225946926296	0.92777572434818	B. subtilis	neutral	main_screen
Lincomycin_Phleomycin	0.069946664245594	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Paraquat	0.0401814247873604	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Procaine	0.0306226200812621	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Pristinamycin	-0.0223073622516405	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Puromycin	-0.04359467632736	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Pyocyanin	0.0751355229661754	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Rifampicin	-0.0988271642974407	0.0815384904462574	B. subtilis	neutral	main_screen
Lincomycin_Sulfamethoxazol	-0.061494939758444	0.880836849648369	B. subtilis	neutral	main_screen
Cotrimoxazole_Lincomycin	-0.27236017287545	0.00150492197157096	B. subtilis	synergy	main_screen
Lincomycin_Spectinomycin	-0.0786035660292694	0.59811618838116	B. subtilis	neutral	main_screen
Lincomycin_Streptomycin	0.104801033128089	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Streptozotocin	-0.0170778732737479	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Teicoplanin	-0.110836194920548	0.0591146877821581	B. subtilis	neutral	main_screen
Lincomycin_Telithromycin	0.0910455262047745	0.262226307489733	B. subtilis	neutral	main_screen
Lincomycin_Tigecycline	-0.075988617121903	0.412284987146106	B. subtilis	neutral	main_screen
Lincomycin_Trimethoprim	-0.231292831570024	0.00150492197157096	B. subtilis	synergy	main_screen
Lincomycin_Triclosan	-0.0217649575063175	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Tedizolid	0.0844620117237518	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_U1	0.0258356192861415	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Vancomycin	0.0222873486973793	0.998661868752883	B. subtilis	neutral	main_screen
Lincomycin_Virginiamycin M1	-0.0246663300847503	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Loperamide	0.0436343611752932	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Miconazole	-0.136310938036667	0.452926455321949	B. subtilis	neutral	main_screen
Loperamide_MitomycinC	0.0277347081898426	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Metronidazole	0.267767728512543	0.025959904009599	B. subtilis	antagonism	main_screen
Loperamide_Pseudomonic acid	-0.0528185313742105	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Moxifloxacin	0.0349923781637875	0.717523820137071	B. subtilis	neutral	main_screen
Loperamide_Nitrofurantoin	0.0383918285662434	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Nisin	-0.125769099341131	0.450888108745132	B. subtilis	neutral	main_screen
Loperamide_Novobiocin	0.205518720409011	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Oritavancin	0.0334522149845003	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Oxacillin	-0.0923884763889894	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_PenicillinG	0.0463761229715937	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Phleomycin	-0.222158687122452	0.0265525958819643	B. subtilis	synergy	main_screen
Loperamide_Paraquat	-0.102923577706898	0.790549741587445	B. subtilis	neutral	main_screen
Loperamide_Procaine	-0.0864518704475391	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Pristinamycin	-0.102801147140079	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Puromycin	-0.120580102129705	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Pyocyanin	0.103353433001756	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Rifampicin	0.160727136984602	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Sulfamethoxazol	-0.17811523458428	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Loperamide	-0.102574062410039	0.406962920729204	B. subtilis	neutral	main_screen
Loperamide_Spectinomycin	0.353849406304396	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Streptomycin	-0.0818091391628359	0.48830529614985	B. subtilis	neutral	main_screen
Loperamide_Streptozotocin	-0.0219356456630574	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Teicoplanin	0.0882835618744872	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Telithromycin	0.0813799223764641	0.46398177642553	B. subtilis	neutral	main_screen
Loperamide_Tigecycline	0.114456959425648	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Trimethoprim	-0.102478592475676	0.0136931361808874	B. subtilis	synergy	main_screen
Loperamide_Triclosan	0.0254845613114988	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Tedizolid	0.0600349337771223	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_U1	-0.0806113840277187	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Vancomycin	-0.0281103326570957	0.998661868752883	B. subtilis	neutral	main_screen
Loperamide_Virginiamycin M1	-0.0999387428721187	0.858766374385754	B. subtilis	neutral	main_screen
Linezolid_Miconazole	0.0470274556135855	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_MitomycinC	0.0314261712775445	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Metronidazole	0.102817565262455	0.372374745096296	B. subtilis	neutral	main_screen
Linezolid_Pseudomonic acid	-0.0356625158136737	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Moxifloxacin	0.035146564125299	0.850943575052645	B. subtilis	neutral	main_screen
Linezolid_Nitrofurantoin	-0.14049445044754	0.102491049596339	B. subtilis	neutral	main_screen
Linezolid_Nisin	-0.0535439259971911	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Novobiocin	0.0460444421681671	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Oritavancin	0.0398792175318628	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Oxacillin	0.0402528801229518	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_PenicillinG	-0.0653107564637781	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Phleomycin	0.0392579492998911	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Paraquat	0.0297345467728292	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Procaine	0.0668410150364253	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Pristinamycin	0.110575418927571	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Puromycin	0.074974780468879	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Pyocyanin	0.109362664912935	0.54110919183311	B. subtilis	neutral	main_screen
Linezolid_Rifampicin	-0.0403505919597822	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Sulfamethoxazol	-0.0478173046842776	0.866969460022876	B. subtilis	neutral	main_screen
Cotrimoxazole_Linezolid	-0.0661982649144764	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Spectinomycin	-0.0550501128040562	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Streptomycin	0.0492265353059211	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Streptozotocin	-0.0322406276223093	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Teicoplanin	-0.0585415405685456	0.893674805747771	B. subtilis	neutral	main_screen
Linezolid_Telithromycin	-0.142974306286756	0.441798119982661	B. subtilis	neutral	main_screen
Linezolid_Tigecycline	0.109820543136826	0.440570551998298	B. subtilis	neutral	main_screen
Linezolid_Trimethoprim	0.0503284437931249	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Triclosan	0.033508584018657	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Tedizolid	-0.187461579699834	0.00275071830565288	B. subtilis	synergy	main_screen
Linezolid_U1	0.039481845812176	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Vancomycin	0.0387032057694792	0.998661868752883	B. subtilis	neutral	main_screen
Linezolid_Virginiamycin M1	0.0732871739293088	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_MitomycinC	-0.0660130242315463	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Miconazole	0.0470841624330266	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Pseudomonic acid	-0.045867929558254	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Moxifloxacin	-0.0223493691730023	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Nitrofurantoin	-0.125234981701586	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Nisin	0.0475569985012285	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Novobiocin	0.0734747139650007	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Oritavancin	-0.0225357051718817	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Oxacillin	0.0802421620371111	0.627598219907739	B. subtilis	neutral	main_screen
Miconazole_PenicillinG	0.0707328620985459	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Phleomycin	-0.0478577602306649	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Paraquat	0.0318108949006306	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Procaine	0.0691066327490083	0.831591981251313	B. subtilis	neutral	main_screen
Miconazole_Pristinamycin	0.0540191658603648	0.757526009513587	B. subtilis	neutral	main_screen
Miconazole_Puromycin	0.0522460302608557	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Pyocyanin	-0.0751970111637572	0.0435869993247589	B. subtilis	neutral	main_screen
Miconazole_Rifampicin	0.0475908556758105	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Sulfamethoxazol	0.084457265770727	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Miconazole	-0.012228640024622	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Spectinomycin	0.0664166068404319	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Streptomycin	0.060535921604196	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Streptozotocin	0.142942063211005	0.455135736426356	B. subtilis	neutral	main_screen
Miconazole_Teicoplanin	0.11749503757102	0.587205716048112	B. subtilis	neutral	main_screen
Miconazole_Telithromycin	0.0585837178126587	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Tigecycline	0.0620693937763497	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Trimethoprim	0.0905734846719554	0.025232056233629	B. subtilis	neutral	main_screen
Miconazole_Triclosan	0.0624879046261611	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Tedizolid	0.0402140576621928	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_U1	0.0839954677184234	0.654308546232121	B. subtilis	neutral	main_screen
Miconazole_Vancomycin	0.0342831793171992	0.998661868752883	B. subtilis	neutral	main_screen
Miconazole_Virginiamycin M1	0.103487978088185	0.512379343679143	B. subtilis	neutral	main_screen
Metronidazole_MitomycinC	0.131891351748693	0.52537441423144	B. subtilis	neutral	main_screen
MitomycinC_Pseudomonic acid	-0.0184898156027536	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Moxifloxacin	0.0263032745777937	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Nitrofurantoin	-0.0787664100297905	0.501661598546029	B. subtilis	neutral	main_screen
MitomycinC_Nisin	-0.0278780616252396	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Novobiocin	-0.116777027397092	0.00512788227350104	B. subtilis	synergy	main_screen
MitomycinC_Oritavancin	0.0170403904658535	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Oxacillin	-0.0798689438491076	0.84163229596819	B. subtilis	neutral	main_screen
MitomycinC_PenicillinG	-0.0602014530745923	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Phleomycin	-0.117910338566214	0.874100056301648	B. subtilis	neutral	main_screen
MitomycinC_Paraquat	0.0434151698144324	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Procaine	0.0574993769847025	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Pristinamycin	0.104166958296863	0.675623142813924	B. subtilis	neutral	main_screen
MitomycinC_Puromycin	-0.0693145001858785	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Pyocyanin	0.0607647809790087	0.651342090749874	B. subtilis	neutral	main_screen
MitomycinC_Rifampicin	0.154912470658072	0.025232056233629	B. subtilis	antagonism	main_screen
MitomycinC_Sulfamethoxazol	0.0819758870358644	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_MitomycinC	-0.0877609411740486	0.46398177642553	B. subtilis	neutral	main_screen
MitomycinC_Spectinomycin	0.0748827542427509	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Streptomycin	-0.21053195578437	0.00150492197157096	B. subtilis	synergy	main_screen
MitomycinC_Streptozotocin	-0.0369859026179319	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Teicoplanin	-0.0486555486403293	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Telithromycin	0.0693796159744905	0.366412037210376	B. subtilis	neutral	main_screen
MitomycinC_Tigecycline	0.244918110644665	0.00150492197157096	B. subtilis	antagonism	main_screen
MitomycinC_Trimethoprim	-0.107661769809221	0.00150492197157096	B. subtilis	synergy	main_screen
MitomycinC_Triclosan	-0.0544477698531059	0.292993470605991	B. subtilis	neutral	main_screen
MitomycinC_Tedizolid	0.0704840295875852	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_U1	-0.0640347088914897	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Vancomycin	0.0157101335912171	0.998661868752883	B. subtilis	neutral	main_screen
MitomycinC_Virginiamycin M1	0.0757445421613795	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Pseudomonic acid	-0.0196501943175283	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Moxifloxacin	-0.0149571377206376	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Nitrofurantoin	0.075465342741319	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Nisin	0.0914146471110598	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Novobiocin	0.0720399153057586	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Oritavancin	-0.0222314837610886	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Oxacillin	0.0533971626579506	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_PenicillinG	0.0322042414184346	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Phleomycin	0.119724194183885	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Paraquat	0.0441750214335232	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Procaine	-0.0393476264871959	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Pristinamycin	-0.025115932253968	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Puromycin	-0.0368269861383769	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Pyocyanin	-0.0538700089664598	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Rifampicin	0.0335105478130272	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Sulfamethoxazol	0.0474814586737994	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Metronidazole	0.0904577283784635	0.800879655988882	B. subtilis	neutral	main_screen
Metronidazole_Spectinomycin	-0.0603232653291476	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Streptomycin	0.0729361281068183	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Streptozotocin	-0.0487742630246094	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Teicoplanin	0.068876015904626	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Telithromycin	0.0709189453989733	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Tigecycline	-0.0624076620600999	0.310076631225766	B. subtilis	neutral	main_screen
Metronidazole_Trimethoprim	0.110366243021763	0.00150492197157096	B. subtilis	antagonism	main_screen
Metronidazole_Triclosan	0.0396144794096506	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Tedizolid	-0.0352223777369325	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_U1	-0.0447482751298941	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Vancomycin	0.06511877642859	0.998661868752883	B. subtilis	neutral	main_screen
Metronidazole_Virginiamycin M1	-0.029428986974628	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Pseudomonic acid	0.0399452393216463	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Pseudomonic acid	0.12691689019447	0.0543161068508534	B. subtilis	neutral	main_screen
Nisin_Pseudomonic acid	0.0346912401307947	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Pseudomonic acid	-0.0516301874136407	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Pseudomonic acid	0.0340908555046687	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Pseudomonic acid	0.0424032303582408	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Pseudomonic acid	0.0658761620567027	0.226277372262774	B. subtilis	neutral	main_screen
Phleomycin_Pseudomonic acid	-0.0449317246760701	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Pseudomonic acid	0.0714915950447968	0.899943338999435	B. subtilis	neutral	main_screen
Procaine_Pseudomonic acid	0.061076262844515	0.998661868752883	B. subtilis	neutral	main_screen
Pristinamycin_Pseudomonic acid	0.0285005809189294	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Puromycin	-0.0340709283058781	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Pyocyanin	-0.0557870317412112	0.581059979108471	B. subtilis	neutral	main_screen
Pseudomonic acid_Rifampicin	0.0416080864882881	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Sulfamethoxazol	-0.0453197031832232	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Pseudomonic acid	0.10911311803687	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Spectinomycin	0.0537832727852602	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Streptomycin	0.05231720122742	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Streptozotocin	0.105316501882006	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Teicoplanin	0.115965740942771	0.741933280513503	B. subtilis	neutral	main_screen
Pseudomonic acid_Telithromycin	0.0358858187140319	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Tigecycline	0.0699914697620401	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Trimethoprim	0.0594861890190063	0.605968170306258	B. subtilis	neutral	main_screen
Pseudomonic acid_Triclosan	-0.0254688282857575	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Tedizolid	-0.0611352254650599	0.893674805747771	B. subtilis	neutral	main_screen
Pseudomonic acid_U1	-0.0490035806539726	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Vancomycin	0.0277646345571637	0.998661868752883	B. subtilis	neutral	main_screen
Pseudomonic acid_Virginiamycin M1	-0.0496608792048262	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Nitrofurantoin	0.0132340643056529	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Nisin	0.0196174129695537	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Novobiocin	-0.0345880941255626	0.0741187365362403	B. subtilis	neutral	main_screen
Moxifloxacin_Oritavancin	0.0239689336336881	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Oxacillin	0.0214461225500191	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_PenicillinG	0.0377139296011511	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Phleomycin	0.04701089595224	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Paraquat	0.0133294841372214	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Procaine	-0.0150104058593762	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Pristinamycin	-0.0190797330639002	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Puromycin	-0.0157473267862899	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Pyocyanin	-0.0123298401142195	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Rifampicin	-0.0221421484056134	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Sulfamethoxazol	-0.0331128607640034	0.0859599470516524	B. subtilis	neutral	main_screen
Cotrimoxazole_Moxifloxacin	0.0149697228475092	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Spectinomycin	-0.0286867210165103	0.663903609639037	B. subtilis	neutral	main_screen
Moxifloxacin_Streptomycin	0.0188350220659494	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Streptozotocin	-0.0331092886499678	0.62823834477988	B. subtilis	neutral	main_screen
Moxifloxacin_Teicoplanin	-0.0200662562689487	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Telithromycin	0.0281028618205735	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Tigecycline	-0.0275148475463542	0.84163229596819	B. subtilis	neutral	main_screen
Moxifloxacin_Trimethoprim	0.0282580354014039	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Triclosan	0.0151408859515884	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Tedizolid	-0.0253084880257626	0.893674805747771	B. subtilis	neutral	main_screen
Moxifloxacin_U1	-0.0225451622737996	0.752226395007559	B. subtilis	neutral	main_screen
Moxifloxacin_Vancomycin	0.0309828415183211	0.998661868752883	B. subtilis	neutral	main_screen
Moxifloxacin_Virginiamycin M1	-0.0190762092025598	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Nitrofurantoin	-0.0882144209036692	0.112925582441756	B. subtilis	neutral	main_screen
Nitrofurantoin_Novobiocin	0.0731007526666229	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Oritavancin	0.0189395182956004	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Oxacillin	0.0328944619091448	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_PenicillinG	-0.0696330163428381	0.889582300048142	B. subtilis	neutral	main_screen
Nitrofurantoin_Phleomycin	0.0915464129019738	0.696929836796885	B. subtilis	neutral	main_screen
Nitrofurantoin_Paraquat	0.0514278896863773	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Procaine	0.10588864717172	0.264092100405344	B. subtilis	neutral	main_screen
Nitrofurantoin_Pristinamycin	0.144860712129376	0.0163098873358737	B. subtilis	antagonism	main_screen
Nitrofurantoin_Puromycin	0.100252760737701	0.201256163043489	B. subtilis	neutral	main_screen
Nitrofurantoin_Pyocyanin	0.0804584118535046	0.298630090152577	B. subtilis	neutral	main_screen
Nitrofurantoin_Rifampicin	-0.0447950114943761	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Sulfamethoxazol	0.0954776386349369	0.998661868752883	B. subtilis	neutral	main_screen
