Drug A,Drug B,Strain,Bliss Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
clarithromycin,clindamycin,salmonella typhimurium lt2,0.06,Additivity,Bliss,29973719,AGOYDEPGAOXOCK-KCBOHYOISA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clarithromycin,novobiocin,salmonella typhimurium lt2,0.04,Additivity,Bliss,29973719,AGOYDEPGAOXOCK-KCBOHYOISA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
clarithromycin,chlorhexidine,salmonella typhimurium lt2,-0.49,Additivity,Bliss,29973719,AGOYDEPGAOXOCK-KCBOHYOISA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
clarithromycin,d-cycloserine,salmonella typhimurium lt2,-0.15,Synergy,Bliss,29973719,AGOYDEPGAOXOCK-KCBOHYOISA-N,DYDCUQKUCUHJBH-UWTATZPHSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
clarithromycin,penicillin g,salmonella typhimurium lt2,0.16,Antagonism,Bliss,29973719,AGOYDEPGAOXOCK-KCBOHYOISA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
clindamycin,trimethoprim,escherichia coli bw25113,-0.15,Synergy,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,bleomycin,escherichia coli bw25113,0.18,Antagonism,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
clindamycin,tobramycin,escherichia coli bw25113,0.74,Antagonism,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
clindamycin,pyocyanin,escherichia coli bw25113,0.14,Antagonism,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
clindamycin,trimethoprim,escherichia coli iai1,-0.09,Additivity,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
clindamycin,bleomycin,escherichia coli iai1,0.12,Additivity,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
clindamycin,tobramycin,escherichia coli iai1,0.05,Additivity,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
clindamycin,pyocyanin,escherichia coli iai1,0.05,Additivity,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
clindamycin,erythromycin,salmonella typhimurium 14028,0.12,Antagonism,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,salmonella typhimurium,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
clindamycin,pyocyanin,salmonella typhimurium 14028,0.14,Antagonism,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
clindamycin,erythromycin,salmonella typhimurium lt2,0.1,Additivity,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,salmonella typhimurium,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
clindamycin,pyocyanin,salmonella typhimurium lt2,0.06,Additivity,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
clindamycin,polymyxin b,escherichia coli bw25113,-0.3,Synergy,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
clindamycin,polymyxin b,escherichia coli iai1,-0.79,Synergy,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
clindamycin,spectinomycin,salmonella typhimurium 14028,0.1,Antagonism,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
clindamycin,spectinomycin,salmonella typhimurium lt2,0.08,Additivity,Bliss,29973719,KDLRVYVGXIQJDK-AWPVFWJPSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
colistin,gentamicin,pseudomonas aeruginosa pa14,0.26,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,gentamicin,pseudomonas aeruginosa pao1,0.44,Antagonism,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,spiramycin,escherichia coli bw25113,-0.71,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ACTOXUHEUCPTEW-CEUOBAOPSA-N,escherichia coli,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,bleomycin,escherichia coli bw25113,-0.63,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,novobiocin,escherichia coli bw25113,-0.77,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,fusidic acid,escherichia coli bw25113,-0.82,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,erythromycin,escherichia coli bw25113,-0.69,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,escherichia coli,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,rifampicin,escherichia coli bw25113,-0.85,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,amoxycillin,escherichia coli bw25113,0.16,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mecillinam,escherichia coli bw25113,0.34,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,levofloxacin,escherichia coli bw25113,0.23,Antagonism,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,escherichia coli,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mupirocin,escherichia coli bw25113,-0.79,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,escherichia coli,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,spiramycin,escherichia coli iai1,-0.52,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ACTOXUHEUCPTEW-CEUOBAOPSA-N,escherichia coli,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,bleomycin,escherichia coli iai1,-0.48,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,novobiocin,escherichia coli iai1,-0.72,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,fusidic acid,escherichia coli iai1,-0.79,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,erythromycin,escherichia coli iai1,-0.73,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,escherichia coli,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,rifampicin,escherichia coli iai1,-0.74,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,levofloxacin,escherichia coli iai1,0.1,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,escherichia coli,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,amoxycillin,escherichia coli iai1,0.79,Antagonism,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mecillinam,escherichia coli iai1,0.2,Antagonism,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mupirocin,escherichia coli iai1,-0.7,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,escherichia coli,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,minocycline,pseudomonas aeruginosa pa14,-0.34,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('WTJXVDPDEQKTCV-VQAITOIOSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,chlorhexidine,pseudomonas aeruginosa pa14,-0.83,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,fosfomycin,pseudomonas aeruginosa pa14,-0.22,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,pseudomonas aeruginosa,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
colistin,lmipenem,pseudomonas aeruginosa pa14,-0.29,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
colistin,minocycline,pseudomonas aeruginosa pao1,-0.26,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('WTJXVDPDEQKTCV-VQAITOIOSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,chlorhexidine,pseudomonas aeruginosa pao1,-0.78,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,fosfomycin,pseudomonas aeruginosa pao1,0.0,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,pseudomonas aeruginosa,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
colistin,lmipenem,pseudomonas aeruginosa pao1,0.07,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
colistin,novobiocin,salmonella typhimurium 14028,-0.83,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,fusidic acid,salmonella typhimurium 14028,-0.9,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,erythromycin,salmonella typhimurium 14028,-0.65,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,salmonella typhimurium,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,rifampicin,salmonella typhimurium 14028,-0.91,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,bleomycin,salmonella typhimurium 14028,-0.38,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mecillinam,salmonella typhimurium 14028,0.5,Antagonism,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,trimethoprim,salmonella typhimurium 14028,0.19,Antagonism,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mupirocin,salmonella typhimurium 14028,-0.9,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,lmipenem,salmonella typhimurium 14028,0.66,Antagonism,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
colistin,novobiocin,salmonella typhimurium lt2,-0.92,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,fusidic acid,salmonella typhimurium lt2,-0.93,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,erythromycin,salmonella typhimurium lt2,-0.67,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,salmonella typhimurium,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,rifampicin,salmonella typhimurium lt2,-0.99,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,bleomycin,salmonella typhimurium lt2,-0.23,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mecillinam,salmonella typhimurium lt2,0.3,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,trimethoprim,salmonella typhimurium lt2,0.14,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,salmonella typhimurium,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,mupirocin,salmonella typhimurium lt2,-0.75,Synergy,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
colistin,lmipenem,salmonella typhimurium lt2,-0.04,Additivity,Bliss,29973719,YKQOSKADJPQZHB-RGYSVOEGSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('YKQOSKADJPQZHB-RGYSVOEGSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
d-cycloserine,piperacillin,escherichia coli bw25113,-0.14,Additivity,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
d-cycloserine,erythromycin,escherichia coli bw25113,0.16,Antagonism,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
d-cycloserine,chlorhexidine,escherichia coli bw25113,0.64,Antagonism,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
d-cycloserine,rifampicin,escherichia coli bw25113,0.12,Additivity,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
d-cycloserine,piperacillin,escherichia coli iai1,-0.3,Synergy,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
d-cycloserine,erythromycin,escherichia coli iai1,0.06,Additivity,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
d-cycloserine,chlorhexidine,escherichia coli iai1,0.1,Antagonism,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
d-cycloserine,rifampicin,escherichia coli iai1,0.23,Antagonism,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
d-cycloserine,rifampicin,pseudomonas aeruginosa pa14,-0.04,Additivity,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
d-cycloserine,rifampicin,pseudomonas aeruginosa pao1,-0.15,Synergy,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
d-cycloserine,piperacillin,salmonella typhimurium 14028,-0.48,Synergy,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
d-cycloserine,mecillinam,salmonella typhimurium 14028,-0.57,Synergy,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
d-cycloserine,meropenem,salmonella typhimurium 14028,-0.5,Synergy,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
d-cycloserine,lmipenem,salmonella typhimurium 14028,-0.19,Additivity,Bliss,29973719,DYDCUQKUCUHJBH-UWTATZPHSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
